codEle,alias,provincia,precision,poblacion,fecha,suceso,sentido,descripcion,fechaFin,lng,pkFinal,causa,carretera,hora,estado,autonomia,pkIni,icono,tipo,horaFin,lat,nivel
11339323,EVENTOS / N-430 (230.0 - 230.1),CIUDAD REAL,1,PUEBLA DE DON RODRIGO,21/02/2024,EVENTOS,CRECIENTE DE LA KILOMETRACIÓN,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">N-430 </span> </b> a la altura de <b>PUEBLA DE DON RODRIGO (CIUDAD REAL)</b> desde el <b> km 230</b> al <b> km 230.1</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTES INTERMITENTES</b></span>",?,-4.616424,230.1,ORDEN PÚBLICO,N-430,10:58,1,Castilla-La Mancha,230,INC_ACT_EVD_NAP_CAC.png,Incidencia,?,39.083576,NO APLICA
11338953,EVENTOS / N-401 (161.2 - 162.0),CIUDAD REAL,1,MALAGON,21/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">N-401 </span> </b> a la altura de <b>MALAGON (CIUDAD REAL)</b> desde el <b> km 161.2</b> al <b> km 162</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTES INTERMITENTES</b></span>",?,-3.8199265,162,ORDEN PÚBLICO,N-401,10:32,1,Castilla-La Mancha,161.2,INC_ACT_EVD_NAP_CAC.png,Incidencia,?,39.1962,NO APLICA
11343488,EVENTOS / A-7 (612.0 - 612.0),MURCIA,1,ÑORICA (LA),21/02/2024,EVENTOS,CRECIENTE DE LA KILOMETRACIÓN,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación irregular  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-7 </span> </b> en el <b> km 612</b> en <b>ÑORICA (LA) (MURCIA)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b></span>",?,-1.4746723,612,ORDEN PÚBLICO,A-7,16:58,1,"Murcia, Región de",612,INC_ACT_EVD_LS3_CAC.png,Incidencia,?,37.751446,AMARILLO
11342680,EVENTOS / RM-19 (21.8 - 21.8),MURCIA,1,SAN CAYETANO,21/02/2024,EVENTOS,DECRECIENTE DE LA KILOMETRACIÓN,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación irregular  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">RM-19 </span> </b> en el <b> km 21.8</b> en <b>SAN CAYETANO (MURCIA)</b> sentido <b>DECRECIENTE DE LA KILOMETRACIÓN</b></span>",?,-0.8921135,21.8,ORDEN PÚBLICO,RM-19,15:46,1,"Murcia, Región de",21.8,INC_ACT_EVD_LS3_CAC.png,Incidencia,?,37.81095,AMARILLO
11343164,EVENTOS / A-33 (41.0 - 41.0),MURCIA,1,CARCHE (EL),21/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-33 </span> </b> en el <b> km 41</b> en <b>CARCHE (EL) (MURCIA)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",?,-1.1891413,41,ORDEN PÚBLICO,A-33,16:32,1,"Murcia, Región de",41,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,38.494408,NEGRO
11342811,EVENTOS / A-23 (215.0 - 215.0),ZARAGOZA,1,VILLADOZ,21/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación difícil  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-23 </span> </b> en el <b> km 215</b> en <b>VILLADOZ (ZARAGOZA)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",?,-1.2931266,215,ORDEN PÚBLICO,A-23,15:53,1,Aragón,215,INC_ACT_EVD_LS2_CAC.png,Incidencia,?,41.165207,ROJO
