codEle,alias,provincia,precision,poblacion,fecha,suceso,sentido,descripcion,fechaFin,lng,pkFinal,causa,carretera,hora,estado,autonomia,pkIni,icono,tipo,horaFin,lat,nivel
11395888,EVENTOS / AP-7 (32.0 - 34.0),GIRONA,1,CREIXELL,27/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">AP-7 </span> </b> desde el <b> km 32 </b> en <b>CREIXELL (GIRONA)</b> al <b> km 34</b> en <b>ERMEDAS (GIRONA)</b> sentido <b>AMBOS SENTIDOS</b></span>",?,2.9343097,34,,AP-7,00:32,1,Cataluña,32,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,42.19931,NEGRO
11396119,EVENTOS / N-2 (774.0 - 774.5),GIRONA,1,CANADAL,27/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">N-2 </span> </b> a la altura de <b>CANADAL (GIRONA)</b> desde el <b> km 774</b> al <b> km 774.5</b> sentido <b>AMBOS SENTIDOS</b></span>",?,2.8766246,774.5,,N-2,01:43,1,Cataluña,774,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,42.410698,NEGRO
