codEle,alias,provincia,precision,poblacion,fecha,suceso,sentido,descripcion,fechaFin,lng,pkFinal,causa,carretera,hora,estado,autonomia,pkIni,icono,tipo,horaFin,lat,nivel
11265211,EVENTOS / EX-110 (69.0 - 69.0),BADAJOZ,1,GEVORA,14/02/2024,EVENTOS,DECRECIENTE DE LA KILOMETRACIÓN,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación difícil  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">EX-110 </span> </b> en el <b> km 69</b> en <b>GEVORA (BADAJOZ)</b> sentido <b>DECRECIENTE DE LA KILOMETRACIÓN</b></span>",?,-6.939652,69,ORDEN PÚBLICO,EX-110,07:15,1,Extremadura,69,INC_ACT_EVD_LS2_CAC.png,Incidencia,?,38.928333,ROJO
11265398,EVENTOS / N-523 (48.9 - 48.9),BADAJOZ,1,ROCA DE LA SIERRA (LA),14/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">N-523 </span> </b> en el <b> km 48.9</b> en <b>ROCA DE LA SIERRA (LA) (BADAJOZ)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",?,-6.690635,48.9,ORDEN PÚBLICO,N-523,07:39,1,Extremadura,48.9,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,39.112633,NEGRO
11265099,EVENTOS / EX-328 (4.1 - 4.1),BADAJOZ,1,MONTIJO,14/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  - <b>CRUCE</b> de la carretera  <b> <span style=""color:#ab3000"">EX-328 </span> </b> en el <b> km 4.1</b> en <b>MONTIJO (BADAJOZ)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",?,-6.6102667,4.1,ORDEN PÚBLICO,EX-328,07:23,1,Extremadura,4.1,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,38.891907,NEGRO
11265523,EVENTOS / CC-321 (16.43 - 16.43),CÁCERES,1,ARROYO DE LA LUZ,14/02/2024,EVENTOS,CRECIENTE DE LA KILOMETRACIÓN,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación irregular  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">CC-321 </span> </b> en el <b> km 16.43</b> en <b>ARROYO DE LA LUZ (CÁCERES)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b></span>",?,-6.579039,16.43,ORDEN PÚBLICO,CC-321,07:43,1,Extremadura,16.43,INC_ACT_EVD_LS3_CAC.png,Incidencia,?,39.49245,AMARILLO
11265001,EVENTOS / N-521 (52.21 - 52.21),CÁCERES,1,ESTACION DE ARROYO-MALPARTIDA,14/02/2024,EVENTOS,CRECIENTE DE LA KILOMETRACIÓN,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación difícil  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">N-521 </span> </b> en el <b> km 52.21</b> en <b>ESTACION DE ARROYO-MALPARTIDA (CÁCERES)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b></span>",?,-6.427394,52.21,ORDEN PÚBLICO,N-521,06:45,1,Extremadura,52.21,INC_ACT_EVD_LS2_CAC.png,Incidencia,?,39.461487,ROJO
11258194,EVENTOS / AP-7 (47.0 - 48.0),GIRONA,1,VILADEMULS,13/02/2024,EVENTOS,NORTE,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">AP-7 </span> </b> a la altura de <b>VILADEMULS (GIRONA)</b> desde el <b> km 47</b> al <b> km 48</b> sentido <b>NORTE</b> hacia <b>FRANÇA</b></span>",?,2.8883002,48,,AP-7,22:26,1,Cataluña,47,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,42.075176,NEGRO
11258697,EVENTOS / C-38 (25.5 - 25.0),GIRONA,1,GINESTOSA,13/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">C-38 </span> </b> desde el <b> km 25.5 </b> en <b>GINESTOSA (GIRONA)</b> al <b> km 25</b> en <b>FABERT (GIRONA)</b> sentido <b>AMBOS SENTIDOS</b></span>",?,2.4377887,25,,C-38,10:30,1,Cataluña,25.5,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,42.36636,NEGRO
11264570,EVENTOS / AP-7 (29.0 - 28.0),GIRONA,1,VILAMORELL,13/02/2024,EVENTOS,SUR,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">AP-7 </span> </b> a la altura de <b>VILAMORELL (GIRONA)</b> desde el <b> km 29</b> al <b> km 28</b> sentido <b>SUR</b> hacia <b>TARRAGONA</b></span>",?,2.9386935,28,,AP-7,22:26,1,Cataluña,29,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,42.22543,NEGRO
11264832,EVENTOS / N-2 (736.0 - 732.0),GIRONA,1,ORRIOLS,14/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">N-2 </span> </b> desde el <b> km 736 </b> en <b>ORRIOLS (GIRONA)</b> al <b> km 732</b> en <b>FELLINES (GIRONA)</b> sentido <b>AMBOS SENTIDOS</b></span>",?,2.903073,732,,N-2,04:21,1,Cataluña,736,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,42.127758,NEGRO
11257598,EVENTOS / N-2 (743.0 - 747.0),GIRONA,1,ERMEDAS,14/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">N-2 </span> </b> desde el <b> km 743 </b> en <b>ERMEDAS (GIRONA)</b> al <b> km 747</b> en <b>VILAMORELL (GIRONA)</b> sentido <b>AMBOS SENTIDOS</b></span>",?,2.9313972,747,,N-2,04:22,1,Cataluña,743,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,42.182137,NEGRO
