codEle,alias,provincia,precision,poblacion,fecha,suceso,sentido,descripcion,fechaFin,lng,pkFinal,causa,carretera,hora,estado,autonomia,pkIni,icono,tipo,horaFin,lat,nivel
11219258,EVENTOS / N-430 (448.0 - 448.0),ALBACETE,1,VILLARROBLEDO,09/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación irregular  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">N-430 </span> </b> en el <b> km 448</b> en <b>VILLARROBLEDO (ALBACETE)</b> sentido <b>AMBOS SENTIDOS</b></span>",?,-2.5743108,448,ORDEN PÚBLICO,N-430,08:48,1,Castilla-La Mancha,448,INC_ACT_EVD_LS3_CAC.png,Incidencia,?,39.0435,AMARILLO
11221532,EVENTOS / A-31 (149.0 - 149.0),ALBACETE,1,ALMANSA,09/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-31 </span> </b> en el <b> km 149</b> en <b>ALMANSA (ALBACETE)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",?,-1.0812784,149,ORDEN PÚBLICO,A-31,10:55,1,Castilla-La Mancha,149,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,38.879303,NEGRO
11221942,EVENTOS / EX-104 (33.0 - 33.0),BADAJOZ,1,CASTUERA,09/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">EX-104 </span> </b> en el <b> km 33</b> en <b>CASTUERA (BADAJOZ)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",?,-5.5616717,33,ORDEN PÚBLICO,EX-104,11:17,1,Extremadura,33,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,38.755474,NEGRO
11219727,EVENTOS / A-5 (341.0 - 341.0),BADAJOZ,1,PROSERPINA,09/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-5 </span> </b> en el <b> km 341</b> en <b>PROSERPINA (BADAJOZ)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",?,-6.3616304,341,ORDEN PÚBLICO,A-5,09:14,1,Extremadura,341,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,38.939728,NEGRO
11219452,EVENTOS / N-523 (51.0 - 51.0),BADAJOZ,1,ROCA DE LA SIERRA (LA),09/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">N-523 </span> </b> en el <b> km 51</b> en <b>ROCA DE LA SIERRA (LA) (BADAJOZ)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",?,-6.710033,51,ORDEN PÚBLICO,N-523,08:59,1,Extremadura,51,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,39.10494,NEGRO
11219859,EVENTOS / EX-209 (60.0 - 60.0),BADAJOZ,1,PRADO (EL),09/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">EX-209 </span> </b> en el <b> km 60</b> en <b>PRADO (EL) (BADAJOZ)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",?,-6.3692107,60,ORDEN PÚBLICO,EX-209,09:27,1,Extremadura,60,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,38.938965,NEGRO
11221547,EVENTOS / EX-328 (4.0 - 4.0),BADAJOZ,1,MONTIJO,09/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">EX-328 </span> </b> en el <b> km 4</b> en <b>MONTIJO (BADAJOZ)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",?,-6.6103325,4,ORDEN PÚBLICO,EX-328,10:58,1,Extremadura,4,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,38.89103,NEGRO
11221911,EVENTOS / EX-103 (100.0 - 100.0),BADAJOZ,1,MALPARTIDA DE LA SERENA,09/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">EX-103 </span> </b> en el <b> km 100</b> en <b>MALPARTIDA DE LA SERENA (BADAJOZ)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",?,-5.6444926,100,ORDEN PÚBLICO,EX-103,11:16,1,Extremadura,100,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,38.675606,NEGRO
11219023,EVENTOS / N-435 (34.0 - 34.0),BADAJOZ,1,ALMENDRAL,09/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">N-435 </span> </b> en el <b> km 34</b> en <b>ALMENDRAL (BADAJOZ)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",?,-6.8175526,34,ORDEN PÚBLICO,N-435,08:43,1,Extremadura,34,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,38.614315,NEGRO
11221492,EVENTOS / N-432 (57.0 - 57.0),BADAJOZ,1,FERIA,09/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">N-432 </span> </b> en el <b> km 57</b> en <b>FERIA (BADAJOZ)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",?,-6.532992,57,ORDEN PÚBLICO,N-432,10:59,1,Extremadura,57,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,38.517605,NEGRO
