codEle,alias,provincia,precision,poblacion,fecha,suceso,sentido,descripcion,fechaFin,lng,pkFinal,causa,carretera,hora,estado,autonomia,pkIni,icono,tipo,horaFin,lat,nivel
11209199,EVENTOS / EX-105 (127.4 - 127.4),BADAJOZ,1,VALVERDE DE LEGANES,08/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">EX-105 </span> </b> en el <b> km 127.4</b> en <b>VALVERDE DE LEGANES (BADAJOZ)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",?,-6.978785,127.4,ORDEN PÚBLICO,EX-105,10:50,1,Extremadura,127.4,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,38.666466,NEGRO
11214702,EVENTOS / AP-1 (74.0 - 74.0),BURGOS,1,NAVE (LA),08/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  - <b>SALIDA</b> de la carretera  <b> <span style=""color:#ab3000"">AP-1 </span> </b> en el <b> km 74</b> en <b>NAVE (LA) (BURGOS)</b> sentido <b>AMBOS SENTIDOS</b> hacia <b>MIRANDA DE EBRO</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CARRIL DERECHO CERRADO</b></span>",?,-2.9668484,74,ORDEN PÚBLICO,AP-1,17:35,1,Castilla y León,74,INC_ACT_EVD_NAP_CAC.png,Incidencia,?,42.70267,NO APLICA
11214003,EVENTOS / N-120 (66.0 - 66.0),BURGOS,1,BELORADO,08/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación irregular  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">N-120 </span> </b> en el <b> km 66</b> en <b>BELORADO (BURGOS)</b> sentido <b>AMBOS SENTIDOS</b></span>",?,-3.187592,66,ORDEN PÚBLICO,N-120,16:35,1,Castilla y León,66,INC_ACT_EVD_LS3_CAC.png,Incidencia,?,42.418114,AMARILLO
11214703,EVENTOS / BU-535 (1.0 - 1.7),BURGOS,1,MATILLAS,08/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación difícil  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">BU-535 </span> </b> desde el <b> km 1 </b> en <b>MATILLAS (BURGOS)</b> al <b> km 1.7</b> en <b>ALTO SAN ROQUE (BURGOS)</b> sentido <b>AMBOS SENTIDOS</b> hacia <b>LIMITE DE PROVINCIA CON ÁLAVA</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",?,-2.9571316,1.7,ORDEN PÚBLICO,BU-535,17:35,1,Castilla y León,1,INC_ACT_EVD_LS2_CAC.png,Incidencia,?,42.69534,ROJO
11207271,EVENTOS / EX-A1 (98.0 - 98.0),CÁCERES,1,MORALEJA,08/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  - <b>CRUCE</b> de la carretera  <b> <span style=""color:#ab3000"">EX-A1 </span> </b> en el <b> km 98</b> en <b>MORALEJA (CÁCERES)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",?,-6.662452,98,ORDEN PÚBLICO,EX-A1,08:54,1,Extremadura,98,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,40.041405,NEGRO
11206888,EVENTOS / EX-109 (47.0 - 47.0),CÁCERES,1,MORALEJA,08/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  - <b>CRUCE</b> de la carretera  <b> <span style=""color:#ab3000"">EX-109 </span> </b> en el <b> km 47</b> en <b>MORALEJA (CÁCERES)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",?,-6.6697817,47,ORDEN PÚBLICO,EX-109,08:42,1,Extremadura,47,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,40.08129,NEGRO
11213921,EVENTOS / N-432 (325.0 - 325.0),CÓRDOBA,1,ALADID,08/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">N-432 </span> </b> en el <b> km 325</b> en <b>ALADID (CÓRDOBA)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",?,-4.3824015,325,ORDEN PÚBLICO,N-432,16:20,1,Andalucía,325,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,37.657314,NEGRO
11215085,EVENTOS / A-4 (428.0 - 428.0),CÓRDOBA,1,ARRECIFE (EL),08/02/2024,EVENTOS,CRECIENTE DE LA KILOMETRACIÓN,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-4 </span> </b> en el <b> km 428</b> en <b>ARRECIFE (EL) (CÓRDOBA)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",?,-4.9073424,428,ORDEN PÚBLICO,A-4,18:13,1,Andalucía,428,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,37.710068,NEGRO
11214246,EVENTOS / A-131 (55.0 - 55.0),HUESCA,1,SARIÑENA,08/02/2024,EVENTOS,CRECIENTE DE LA KILOMETRACIÓN,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación irregular  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-131 </span> </b> en el <b> km 55</b> en <b>SARIÑENA (HUESCA)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b></span>",?,-0.1571482,55,ORDEN PÚBLICO,A-131,16:55,1,Aragón,55,INC_ACT_EVD_LS3_CAC.png,Incidencia,?,41.801422,AMARILLO
11215247,EVENTOS / A-45 (96.2 - 96.3),MÁLAGA,1,LLANOS DE ANTEQUERA,08/02/2024,EVENTOS,CRECIENTE DE LA KILOMETRACIÓN,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación difícil  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-45 </span> </b> desde el <b> km 96.2 </b> en <b>LLANOS DE ANTEQUERA (MÁLAGA)</b> al <b> km 96.3</b> en <b>CARTAOJAL (MÁLAGA)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b> hacia <b>Málaga</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",?,-4.5434546,96.3,ORDEN PÚBLICO,A-45,18:22,1,Andalucía,96.2,INC_ACT_EVD_LS2_CAC.png,Incidencia,?,37.087486,ROJO
